Logged in ftmon_202008271956.csv
epoch [s], CPU usage [%], Clock [MHz], Tdie [C], Tgpu_edge [C], Tgpu_junc [C], Tsys [C], Power [W]
1598525766.631345812,0,2191.4068437499996,36.5,39,39,38,39.924
1598525767.712795642,.100,2199.895171875,36.75,39,39,38,43.891
1598525768.766386611,0,2199.926468750001,36.75,39,39,38,40.337
1598525769.825886397,0,2199.9171093749997,36.625,39,39,38,42.099
1598525770.886513348,0,2199.8980624999995,36.5,39,39,38,42.157
1598525771.946069934,.300,2199.9222031250006,36.625,39,39,38,42.815
1598525773.127452147,.100,2199.9052812499995,36.5,39,39,38,41.750
1598525774.185551302,.100,2199.91190625,36.5,39,39,38,42.701
1598525775.255794143,0,2199.88825,36.5,38,39,38,43.078
1598525776.305172913,.100,2199.88484375,36.5,39,39,38,43.122
1598525777.355996559,.300,2199.8344218749994,36.5,39,39,38,42.756
1598525778.442539755,0,2187.8820156249994,36.5,39,39,38,41.261
1598525779.495659287,0,2199.9209062500004,36.5,39,39,38,39.985
1598525780.555882814,0,2199.91990625,36.5,39,39,38,41.438
1598525781.616786109,0,2199.9010625,36.5,39,39,38,40.176
1598525782.666170081,.400,2199.893828125,36.5,38,39,38,43.044
1598525783.847746423,.100,2193.9790468749993,36.5,39,39,38,41.212
1598525784.896327875,0,2199.918718749999,36.5,39,39,38,44.707
1598525785.955525188,0,2199.9138437499996,36.5,39,39,38,42.765
1598525787.006152031,.100,2199.89928125,36.5,38,39,37,42.856
1598525788.066378765,0,2199.9277187499997,36.5,39,39,37,43.773
1598525789.275366758,.300,2199.9191875,36.5,39,39,38,41.271
1598525790.326247984,0,2199.9156250000005,36.5,39,39,38,41.557
1598525791.376053561,.100,2199.9035312500005,36.5,39,39,37,43.416
1598525792.436141842,0,2199.8807500000007,36.5,39,39,37,40.800
1598525793.485807686,.300,2199.8958125000004,36.5,39,39,37,42.669
1598525794.546339699,0,2199.8871093750004,36.375,39,39,37,43.271
1598525795.596194163,0,2199.890187500001,36.5,39,39,37,43.744
1598525796.656281938,0,2199.8489375000004,36.5,39,39,37,39.889
1598525797.706065616,0,2199.9143125,36.5,39,39,38,42.820
1598525798.776206466,0,2199.9054218750002,36.25,39,39,38,42.312
1598525799.995596941,.400,2199.84796875,36.25,39,39,38,40.834
1598525801.056135113,.100,2199.8807343750004,36.25,39,39,38,41.259
1598525802.106268634,48.100,3983.6677343749993,74.375,39,39,37,154.690
1598525803.355669512,100.000,3967.576968750001,72.5,38,39,37,290.447
1598525804.646182560,100.000,3957.633281249999,70.625,39,39,36,267.296
1598525805.934387211,100.000,3970.7392812499997,70.5,39,39,36,273.651
1598525807.102183905,99.900,3984.513765625,70.875,39,39,36,296.811
1598525808.413358182,100.000,3962.91865625,71.375,39,39,36,285.955
1598525809.747928272,99.900,3974.045906249999,71.75,39,40,36,261.182
1598525810.977044403,100.000,3963.9076562499995,72.25,39,39,36,295.238
1598525812.271020934,99.800,3946.542093749999,72.25,39,39,37,271.342
1598525813.536429469,99.900,3948.590374999999,72.625,39,39,37,277.036
1598525814.751738928,99.900,3963.415359375001,72.75,39,39,38,280.809
1598525816.015071316,99.900,3947.51584375,73,38,39,38,285.920
1598525817.347277307,99.900,3952.1513906249993,73,39,39,38,270.913
1598525818.639763552,99.900,3951.697671875,73.25,38,39,38,286.377
1598525819.921626502,99.900,3948.032640625001,73.5,39,39,37,272.376
