Logged in ftmon_202008300716.csv
epoch [s], CPU usage [%], Clock [MHz], Tdie [C], Tgpu_edge [C], Tgpu_junc [C], Tsys [C], Power [W]
1598739416.261039370,0,2199.9318125,39.5,40,41,43,41.082
1598739417.320635718,0,2190.698984375,39.5,40,40,43,42.983
1598739418.374698837,0,2199.8789687500002,39.5,40,40,43,40.836
1598739419.434176774,0,2199.934765625,39.5,40,40,43,42.280
1598739420.484596162,.100,2199.878171874999,39.5,40,40,43,41.271
1598739421.692998319,.400,2202.528171875,39.5,40,40,43,43.120
1598739422.744313122,0,2199.8884062499997,39.625,40,40,43,44.268
1598739423.794479687,.100,2199.9384218750006,39.75,40,40,43,43.924
1598739424.854505397,0,2199.9246875,39.5,40,40,43,42.693
1598739425.914578968,.400,2199.91878125,39.5,39,40,43,43.150
1598739427.095590461,.100,2199.9017187500003,39.5,40,40,43,41.924
1598739428.154452039,.100,2199.923375,39.5,40,40,43,43.010
1598739429.215146654,23.000,3944.5705937499984,67.25,40,40,43,85.138
1598739430.459270589,100.000,3936.6864062499994,68.875,40,40,44,289.865
1598739431.730379052,99.900,3946.006859375,70.75,40,40,44,268.735
1598739433.014568775,100.000,3938.3432343749982,72.75,40,41,44,281.913
1598739434.243945108,99.900,3942.914515624999,74.625,40,40,44,280.148
1598739435.480283995,99.900,3935.2176093750018,75.5,40,40,44,287.826
1598739436.684446654,99.900,3949.2927187499995,75.5,40,40,44,268.551
1598739437.909604121,99.900,3918.7727656250004,75.875,40,40,44,299.410
1598739439.211877648,99.900,3938.535359375,75.75,40,40,44,264.222
1598739440.506652146,99.900,3936.6520000000014,75.75,40,40,43,283.509
1598739441.714317305,100.000,3941.108625,75.625,40,40,43,285.148
1598739442.986955637,99.900,3926.2134999999994,75.5,40,40,44,273.045
1598739444.167500910,100.000,3938.1094062500006,75.5,40,40,44,284.357
1598739445.455154080,99.900,3922.2279843750002,76,40,41,44,289.212
1598739446.824990158,99.900,3947.5280624999987,76.5,40,40,44,277.972
1598739448.049016246,99.900,3957.823968749999,76.75,40,40,44,268.331
1598739449.285014472,99.800,3947.1517499999995,76.875,40,40,44,275.469
1598739450.534707651,99.900,3929.626296875001,76.875,40,40,44,284.546
1598739451.785063998,99.900,3935.033125,76.5,40,40,44,279.901
