Logged in ftmon_202008271855.csv
epoch [s], CPU usage [%], Clock [MHz], Tdie [C], Tgpu_edge [C], Tgpu_junc [C], Tsys [C], Power [W]
1598522140.188281246,.100,2174.8466875,35,44,44,36,44.114
1598522141.231636321,.100,2174.68584375,35,44,44,36,45.402
1598522142.282102653,.700,2199.8431562499995,35,44,44,36,44.914
1598522143.341774953,0,2199.5715,35.25,44,44,36,49.550
1598522144.391459234,.100,2199.5585624999994,35.25,43,44,36,45.159
1598522145.441592778,0,2162.6739687500003,35,44,44,36,47.970
1598522146.490258892,.200,2199.8894687499997,35.375,43,43,36,53.023
1598522147.551717640,.700,2198.5515000000005,35,44,44,36,45.083
1598522148.601846807,.200,2199.5530625,35,43,44,36,44.920
1598522149.652050059,2.100,2675.1643750000003,67.5,43,44,36,49.277
1598522150.699735544,99.100,4133.301937499999,76,43,43,36,232.302
1598522151.931275430,100.000,4120.619937500001,75.125,44,44,35,223.289
1598522153.111378944,100.000,4116.80571875,75.125,44,44,35,218.842
1598522154.377653236,100.000,4113.2289062499985,75.25,44,44,35,218.156
1598522155.575043011,100.000,4112.82078125,75.25,44,44,35,218.582
1598522156.785554618,100.000,4105.107718750001,75.25,44,44,35,221.221
1598522157.981050336,100.000,4103.7555,75.25,44,44,35,211.549
1598522159.213218406,100.000,4108.393156250001,76,43,43,35,219.128
1598522160.414659039,100.000,4110.517562499999,76,44,44,35,214.382
1598522161.610888815,100.000,4097.67503125,76.5,44,44,35,221.623
1598522162.821678318,100.000,4103.134749999999,76.75,43,44,35,216.499
1598522164.096707445,100.000,4101.250062499999,77,43,44,36,210.103
1598522165.284079514,99.900,4094.3705625000002,77,43,44,36,210.925
1598522166.491055571,100.000,4098.072031250001,77,43,44,36,224.178
1598522167.718792907,100.000,4096.970562500001,77.125,43,44,36,213.904
1598522168.993765570,100.000,4097.453374999999,77.125,43,43,36,214.868
1598522170.184356168,100.000,4096.856406249999,77.25,43,44,36,215.396
1598522171.402498608,100.000,4093.136218750001,77.25,43,43,36,218.655
1598522172.626718609,99.900,4098.13975,77.25,43,43,36,213.398
1598522173.880998487,100.000,4093.10265625,77.375,43,43,37,217.861
1598522175.113682814,100.000,4091.186125,77.375,43,43,37,210.363
1598522176.321382089,100.000,4094.6533750000003,77.5,43,43,36,219.553
1598522177.503920431,100.000,4097.9731249999995,77.5,43,43,36,213.977
1598522178.744277412,100.000,4094.94334375,77.5,43,43,37,220.720
1598522179.948524004,100.000,4093.4886874999997,77.5,43,43,37,214.473
1598522181.144274728,100.000,4085.7480312499997,77.5,43,43,37,216.403
1598522182.395447594,100.000,4096.165562499999,77.875,43,43,37,214.574
1598522183.633542500,100.000,4094.0451562500007,77.875,43,43,37,208.483
1598522184.883412533,100.000,4088.575781249999,77.875,43,44,37,213.703
1598522186.086063747,100.000,4079.6037812500003,77.875,43,43,37,212.792
1598522187.259991840,100.000,4090.8115625000005,77.875,43,43,37,223.970
1598522188.503360924,99.900,4088.0314375,78.125,43,43,37,213.633
1598522189.677506072,100.000,4078.6755,78.625,43,43,37,209.199
1598522190.893254544,100.000,4080.36028125,79,43,43,37,219.357
1598522192.112360928,100.000,4079.581281249999,79,43,43,37,217.744
1598522193.353886790,100.000,4072.8968125,79.625,43,43,38,213.396
1598522194.597537840,100.000,4071.7764062499996,80.625,43,43,38,212.936
1598522195.821327506,99.900,4074.4176875000003,80.5,43,43,37,211.474
1598522197.020279300,99.900,4080.6166874999994,80.5,43,43,37,222.763
1598522198.274497858,100.000,4072.9707499999995,80.5,43,43,37,213.179
1598522199.533422274,100.000,4075.8075000000003,80.375,43,43,37,211.932
1598522200.795678207,100.000,4079.30753125,80,43,43,38,221.691
1598522202.042383573,100.000,4080.168718750001,80,42,43,38,204.900
1598522203.279945245,99.900,4074.2486562500003,80,43,43,38,215.750
1598522204.484428614,100.000,4079.36628125,80.5,43,43,38,221.879
1598522205.795856755,99.900,4072.2848750000003,80.75,43,43,38,210.561
1598522207.015269766,100.000,4074.7126562500002,80.875,43,43,38,201.486
1598522208.205349525,100.000,4070.0803124999993,80.875,43,43,38,219.366
1598522209.414238998,100.000,4074.366000000001,81,42,43,38,207.030
1598522210.592731643,99.900,4074.7910625000004,81,42,43,38,217.024
1598522211.833748470,100.000,4072.7414375,81,43,43,38,205.568
1598522213.065226196,100.000,4072.59509375,81,43,43,38,217.290
1598522214.292775336,99.800,4068.9271249999997,81,43,43,38,209.985
1598522215.542046883,100.000,4071.00940625,81,43,43,39,219.104
1598522216.801802597,100.000,4068.609031249999,80.75,43,43,39,209.560
1598522218.013102530,99.900,4072.305843750001,80.625,43,43,39,214.784
1598522219.265468744,100.000,4070.096781249999,80.625,43,43,39,207.637
1598522220.514843786,100.000,4068.3522187500016,80.75,42,43,39,216.214
1598522221.744748964,100.000,4067.98015625,80.75,43,43,39,213.213
1598522222.925792067,100.000,4076.3109687500005,80.75,42,43,39,215.382
1598522224.183406981,100.000,4070.8565000000003,80.875,43,43,39,217.762
1598522225.401273764,99.900,4070.7644999999998,81,43,43,39,210.851
1598522226.587275472,100.000,4069.09521875,81,43,43,39,222.975
1598522227.874052944,100.000,4069.8009375,81.375,43,43,39,212.405
1598522229.107021703,100.000,4069.9749375000006,81.375,43,43,39,205.896
1598522230.278166741,100.000,4068.8703437500003,81.75,42,42,39,219.552
1598522231.549732282,99.900,4060.244312500001,81.75,42,43,39,214.667
1598522232.773085148,100.000,4067.9448125000004,81.75,43,43,39,213.484
1598522233.971188211,100.000,4067.7876875000006,81.75,42,43,39,220.094
1598522235.225478541,100.000,4066.782875000001,81.75,42,43,39,210.202
1598522236.438681552,100.000,4069.7765937500003,81.875,43,43,39,213.655
1598522237.672700208,100.000,4064.8014999999996,81.75,43,43,40,222.041
1598522238.872484102,100.000,4061.1717499999995,82,42,42,40,211.038
1598522240.096824923,100.000,4069.325,82,42,42,40,218.168
1598522241.276769114,100.000,4061.5606249999987,82,42,43,40,217.953
1598522242.525208099,100.000,4066.1062187500006,81.75,42,42,39,208.700
1598522243.732569248,100.000,4068.145218750001,81.75,43,43,39,219.020
1598522244.944505775,100.000,4065.1414999999997,81.75,42,42,40,214.600
1598522246.153687219,100.000,4068.0243437500003,81.75,42,42,40,217.009
1598522247.354506807,100.000,4062.2735937499997,82.25,42,43,40,217.130
1598522248.628687742,100.000,4074.874625,82.25,42,43,40,212.946
1598522249.876976428,99.900,4064.5497187499996,82.125,43,43,40,208.338
1598522251.083632647,100.000,4069.46978125,82.125,42,43,40,217.843
1598522252.365478400,100.000,4066.1171249999993,82.125,43,43,40,213.148
1598522253.588336144,100.000,4070.2519374999993,82,42,42,40,212.181
1598522254.874186373,99.900,4065.7482500000006,82,42,43,40,220.039
1598522256.097494870,100.000,4067.63078125,81.75,42,43,40,211.069
1598522257.294594707,100.000,4068.2402499999994,81.5,42,42,40,219.614
1598522258.506623596,100.000,4068.5761875,81.5,42,43,40,217.126
1598522259.740287777,100.000,4059.5006562500002,81.5,42,42,41,222.966
1598522260.963179363,99.900,4068.8946250000004,82,42,42,41,207.708
1598522262.184221344,100.000,4069.058718749999,82.125,42,42,41,212.900
1598522263.377423895,100.000,4057.857875,82.25,42,43,41,216.565
1598522264.571163882,100.000,4072.8928750000005,82,42,42,41,216.613
1598522265.863716744,100.000,4068.67175,82,42,42,41,217.418
1598522267.114840188,100.000,4077.34178125,81.5,42,42,40,209.562
1598522268.354896121,100.000,4071.6323125000004,80.875,42,42,40,213.635
1598522269.561758377,99.900,4071.2965625,80.75,42,42,41,212.843
1598522270.816504511,100.000,4070.3960312499994,80.375,42,43,41,214.305
1598522272.112582177,100.000,4069.814749999999,80.375,42,42,41,211.913
1598522273.314309637,100.000,4072.8085312499993,80.375,42,42,41,226.620
1598522274.606768107,100.000,4074.4166875000005,80.375,42,42,41,207.058
1598522275.858774443,100.000,4072.278437500001,80.375,42,43,41,217.052
1598522277.065550168,100.000,4068.67459375,80.875,42,42,41,214.279
1598522278.306681707,100.000,4067.672562499999,81,42,43,41,225.058
1598522279.582804651,100.000,4076.0662812500004,80.875,42,42,41,210.435
1598522280.791040457,100.000,4060.97871875,80.875,42,42,41,209.051
1598522281.987206082,100.000,4059.5436562500004,80.75,42,42,41,218.629
1598522283.169005938,100.000,4064.180375,80.75,43,43,41,213.473
1598522284.382485554,100.000,4069.3279687500003,81.375,43,43,42,219.005
1598522285.591991275,100.000,4070.7733749999993,81.375,42,42,42,208.808
1598522286.782560943,100.000,4065.7904687499995,81.5,42,42,42,218.547
1598522287.954093137,100.000,4055.965,81.75,43,43,42,225.702
1598522289.212036918,100.000,4064.9509062500006,81.875,42,43,42,204.715
1598522290.495002096,100.000,4071.29,81.875,42,43,42,210.018
1598522291.671312879,100.000,4073.4279062500004,81.75,42,42,41,216.476
1598522292.886303203,100.000,4074.4247187499996,81.5,42,42,41,213.949
1598522294.121851026,100.000,4069.9046874999995,81.25,42,42,42,217.440
1598522295.301794546,100.000,4063.424968749999,81.25,42,42,42,217.857
1598522296.532788118,100.000,4070.0715625,81.25,42,42,42,216.593
