Logged in ftmon_202008300505.csv
epoch [s], CPU usage [%], Clock [MHz], Tdie [C], Tgpu_edge [C], Tgpu_junc [C], Tsys [C], Power [W]
1598731550.339785038,0,2199.7607656249993,35.75,40,41,37,39.464
1598731551.410854530,0,2199.80228125,36,41,41,37,43.280
1598731552.466134715,0,2199.7899531250005,35.875,40,41,37,42.303
1598731553.525939895,0,2199.7839843750007,35.75,41,41,37,41.097
1598731554.585714749,0,2199.8154531249993,35.75,41,41,37,41.402
1598731555.635695963,.100,2199.78203125,35.75,41,41,37,39.872
1598731556.696095074,0,2199.8010624999997,35.875,40,41,37,41.698
1598731557.905327204,.500,2199.810578125,35.75,41,41,37,41.713
1598731558.956266971,0,2199.806609375,35.75,41,41,37,42.645
1598731560.005810184,0,2192.0918281250006,35.875,41,41,37,43.029
1598731561.066316181,0,2199.7586874999993,35.75,41,41,37,42.270
1598731562.116198258,.300,2199.8018281249997,35.75,41,41,37,43.218
1598731563.176500299,0,2199.7463906249995,35.875,41,41,37,41.970
1598731564.226252702,0,2199.8107031250006,35.75,41,41,36,41.680
1598731565.286017401,0,2199.701921874999,35.75,40,41,36,42.533
1598731566.335738698,.100,2199.8170312499997,35.875,41,41,37,41.824
1598731567.396015326,0,2199.5778125,35.75,40,41,37,40.015
1598731568.446316406,.100,2199.8093750000003,36,41,41,37,43.096
1598731569.505963317,0,2199.7236562499993,35.75,41,41,37,41.853
1598731570.555810977,.100,2199.8176250000015,35.625,41,41,37,39.620
1598731571.615844726,0,2182.9233906250006,35.75,41,41,37,41.548
1598731572.666054740,.300,2199.8177343749994,35.75,41,41,37,44.040
1598731573.849847887,0,2199.816953125,35.75,41,41,37,41.241
1598731574.896414571,.100,2199.8080156249994,35.75,41,41,37,43.013
1598731575.956338473,.100,2199.798359374999,35.75,41,41,37,42.028
1598731577.006392588,0,2199.806765625,35.75,40,41,37,45.264
1598731578.066787187,.100,2199.7573125000004,35.75,41,41,37,41.510
1598731579.116166864,0,2199.8152187500004,35.75,41,41,37,42.874
1598731580.176539903,0,2199.818750000001,35.5,41,41,37,39.418
1598731581.226126649,.100,2199.822171875,35.5,41,41,36,43.102
1598731582.296111697,0,2199.72828125,35.625,41,41,36,41.085
1598731583.346290024,.100,2199.806609375,35.75,40,41,36,42.740
1598731584.405952680,0,2190.5261406249997,35.75,40,41,36,40.336
1598731585.469029807,90.800,3987.1434375000013,68.875,41,41,34,281.395
1598731586.822137058,99.900,3974.7021406249996,68.375,41,41,34,259.074
1598731588.050718601,99.900,3948.515515624999,68.625,41,41,34,282.368
1598731589.309736285,99.900,3952.24928125,69.75,41,41,34,281.540
1598731590.590792946,99.900,3968.484390624999,70.5,40,41,35,283.264
1598731591.836483189,99.900,3971.36440625,70.875,41,41,35,280.051
1598731593.105965495,99.900,3966.926265625,71.25,41,41,35,289.155
1598731594.431540174,99.900,3951.0521718749997,71.5,41,41,35,264.877
1598731595.593284495,99.900,3969.1807968750004,71.5,41,41,36,298.854
1598731596.896797013,99.900,3960.059062499999,71.75,41,41,36,266.346
1598731598.115733578,99.900,3960.864171875,72.25,40,41,37,280.475
1598731599.352540609,99.900,3953.7137343749996,72.25,41,41,37,280.718
1598731600.635557379,99.900,3957.657374999998,72.25,41,41,37,274.964
1598731601.862523089,99.900,3961.483781250001,72.25,41,41,37,287.065
