Logged in ftmon_202008300646.csv
epoch [s], CPU usage [%], Clock [MHz], Tdie [C], Tgpu_edge [C], Tgpu_junc [C], Tsys [C], Power [W]
1598737620.749634707,0,2191.55615625,39.75,41,41,41,40.457
1598737621.810685225,.500,2199.819562499999,49.25,41,41,41,50.238
1598737622.863714491,1.600,2199.9638749999995,47.625,40,41,41,62.707
1598737623.913851431,.400,2199.9719218749997,46,41,41,41,50.857
1598737624.965456681,0,2199.965890625001,44.25,41,41,41,43.314
1598737626.015388497,.100,2199.9556249999996,42.625,41,41,41,44.479
1598737627.075369569,0,2199.898296875,41,40,41,41,41.408
1598737628.125394849,.300,2199.9524843750005,40,41,41,41,44.179
1598737629.185267499,.100,2191.603953125,40,41,41,41,41.100
1598737630.245303282,0,2199.922890625,40,41,41,41,44.609
1598737631.304476423,0,2199.98996875,39.875,41,41,41,41.055
1598737632.365341073,0,2199.9514531250006,39.875,41,41,41,41.238
1598737633.415262403,0,2199.82253125,39.75,40,41,41,40.950
1598737634.626076432,.400,2199.9653593750013,39.75,41,41,41,42.413
1598737635.685515980,0,2199.9237343750005,39.875,41,41,41,43.001
1598737636.746107572,.100,2199.990625000001,39.75,41,41,41,41.107
1598737637.805579140,0,2199.9125156250007,40,41,41,41,43.060
1598737638.865032642,.100,2199.9173906250003,39.875,41,41,41,41.092
1598737639.915653149,0,2199.9319218749997,40,41,41,41,43.027
1598737640.965203417,.100,2199.9561249999997,39.875,41,41,41,41.493
1598737642.015474812,0,2199.9609375,39.75,41,41,41,42.017
1598737643.074973775,0,2199.9804687499995,39.875,41,41,41,43.950
1598737644.135469594,0,2199.9365468749993,39.75,41,42,41,40.786
1598737645.345877711,.300,2199.974265625001,39.75,41,41,41,41.833
1598737646.405730180,0,2199.9409218749997,40,41,41,41,43.584
1598737647.455872535,.100,2199.964625,39.75,41,41,41,43.203
1598737648.526771655,80.800,3948.265218750001,71.5,41,41,41,230.575
1598737649.752826162,100.000,3955.402515625,73,41,41,41,293.681
1598737651.069797322,100.000,3946.0331406249998,74.5,41,41,41,270.002
1598737652.349285604,100.000,3954.206749999999,75.5,41,41,40,287.769
1598737653.639714205,99.900,3932.213812499999,75.75,41,41,40,281.413
1598737654.905243687,99.900,3929.2792187499986,76,41,41,41,276.561
1598737656.190066864,100.000,3932.3636093749997,76.125,41,41,41,287.216
1598737657.518657343,99.900,3937.1719062499988,77,41,41,40,272.284
1598737658.801022281,99.900,3932.942281249999,77,41,41,40,272.477
1598737660.043761991,99.900,3932.8720000000008,77.375,41,41,40,287.053
1598737661.310893292,99.900,3939.86040625,77.375,41,41,40,279.741
1598737662.582992831,100.000,3946.191578125001,77.5,41,41,40,282.832
1598737663.853889100,100.000,3957.85796875,77.5,41,41,40,285.736
1598737665.182590292,100.000,3956.023437499998,77.625,41,41,40,278.357
1598737666.515318327,99.800,3936.2264375,78,41,41,40,276.907
1598737667.791965530,99.900,3924.8965781250013,77.875,40,41,40,287.973
1598737669.110689072,99.900,3946.2760937499997,77.75,41,41,40,279.196
1598737670.422723734,99.900,3931.2419374999995,78.25,41,41,39,267.608
1598737671.670886585,99.900,3943.66834375,78.375,40,41,39,275.464
1598737672.890866728,99.900,3940.1090625,78.5,41,41,39,285.502
1598737674.118487891,99.900,3932.1436406250004,78.625,40,41,39,276.444
1598737675.388680215,100.000,3925.5047812499997,78,40,40,39,280.618
1598737676.620246610,99.900,3947.317046874999,78,40,40,39,288.480
1598737677.954003973,100.000,3941.816390624999,78,40,40,39,276.267
1598737679.258208054,99.900,3938.395171875001,78.25,40,40,39,279.950
1598737680.586971382,99.900,3939.69859375,78.75,40,40,39,279.613
1598737681.889368865,100.000,3942.3873125000005,78.75,40,40,39,290.022
1598737683.204562474,99.900,3937.3138281250003,79,40,40,39,282.502
1598737684.509034726,99.900,3942.0974218749993,79.125,40,40,39,280.958
1598737685.883492508,100.000,3943.9672500000006,79.375,40,40,39,265.440
1598737687.133343190,99.900,3947.6807499999986,79.375,39,40,39,280.033
1598737688.461270903,99.900,3934.680062499999,79.375,39,40,39,278.941
1598737689.692239034,99.900,3945.8213281250005,79.375,40,40,39,280.688
1598737690.943070506,100.000,3940.0476874999986,78.25,40,40,39,275.550
1598737692.189479981,100.000,3957.866015625,78,39,40,39,281.033
1598737693.453197111,99.900,3948.8372968749995,78.625,39,39,39,284.471
1598737694.719466986,99.900,3940.5549531250003,79.25,40,40,39,278.394
1598737695.976750509,100.000,3947.801078124999,79.25,39,40,38,277.026
1598737697.216605224,100.000,3934.229375,79.25,39,39,38,283.423
1598737698.456571553,100.000,3939.0573281250004,78,39,40,38,288.799
1598737699.753142728,100.000,3939.29109375,78,39,39,38,267.774
1598737700.990673163,99.900,3941.8356718750006,78,39,39,38,284.177
1598737702.226676922,99.900,3935.587843749999,78.125,39,40,38,275.006
1598737703.538692864,99.900,3949.5912656249993,78.125,39,39,39,277.848
1598737704.774915202,99.900,3942.290265624999,78,39,39,39,288.774
1598737706.092267524,99.900,3930.171671875001,77.875,39,39,38,278.220
1598737707.382806848,99.900,3945.7628124999997,77.5,39,39,38,274.013
1598737708.617271064,99.900,3924.0252500000006,77.375,39,39,39,286.474
1598737709.898199788,99.900,3938.019593750001,77.875,39,39,39,276.502
1598737711.138634983,100.000,3920.716218750001,77.75,39,39,38,278.769
1598737712.369763198,100.000,3931.758359374999,77.375,39,39,38,279.965
1598737713.594494124,99.900,3938.4702499999994,77.375,39,39,38,281.651
1598737714.883607394,99.900,3939.620140625001,77.375,39,39,38,278.444
1598737716.183818135,99.900,3938.3799062500007,77.375,39,39,38,279.516
1598737717.401490997,99.900,3938.647093749999,77.25,38,38,38,279.376
1598737718.638636210,99.900,3960.3841250000014,76.875,38,39,38,281.083
1598737719.871322617,99.900,3971.382062500001,77.25,39,39,38,279.149
1598737721.134773808,99.900,3951.2789843750006,77.25,39,39,38,275.694
1598737722.406564856,99.900,3934.7972187500004,77.25,38,39,38,281.585
1598737723.641570621,99.900,3956.7913281249994,77.25,38,38,38,280.444
1598737724.861542289,100.000,3943.0075468750015,77.75,38,38,38,293.068
1598737726.121810639,100.000,3936.7566249999995,77.75,38,38,38,273.281
1598737727.411701983,100.000,3960.25359375,78,38,39,38,277.193
1598737728.718026487,100.000,3948.2666718750006,78.5,38,38,37,289.120
1598737730.038676501,99.900,3937.3296093749996,78.25,38,38,37,271.604
1598737731.333918168,100.000,3925.9177031250006,77.375,38,38,37,287.726
1598737732.613322937,99.900,3935.1763906250003,77.375,38,39,37,271.124
1598737733.866154264,99.900,3938.6222343749996,77.875,38,38,38,291.891
1598737735.199356676,100.000,3933.8131093750003,78,38,38,38,273.018
1598737736.458603419,100.000,3930.187171875,77.5,38,38,38,280.383
1598737737.712886673,99.900,3939.4452656249996,76.875,38,38,38,273.909
1598737738.939719843,100.000,3937.7628437500002,76.875,38,38,38,290.063
1598737740.285470652,100.000,3948.1752031249994,77.375,38,38,38,276.300
1598737741.558328865,100.000,3939.0176093749997,77.75,38,39,37,271.894
1598737742.763955924,99.700,3965.650593750001,77.875,38,38,37,277.045
1598737744.045118131,99.800,3945.0622031249995,78.125,38,38,39,293.496
1598737745.374375422,100.000,3941.626531249999,78.25,38,38,39,271.741
1598737746.653511491,99.900,3940.5725468750006,78.25,38,38,38,277.551
1598737747.917216165,99.900,3965.58178125,78.25,38,38,38,278.277
1598737749.146861130,99.900,3953.6587656250003,79,38,38,37,284.865
1598737750.397855988,99.900,3947.0212031250007,79.375,38,38,37,274.836
1598737751.642217649,99.900,3946.8964687500006,79.5,37,38,38,291.162
1598737752.934305840,99.900,3938.4744843750004,79.5,38,38,38,276.085
1598737754.213502545,100.000,3937.981687499999,79.5,38,38,38,276.228
1598737755.492635392,99.900,3941.15453125,79.5,38,38,38,278.200
1598737756.730106276,99.900,3941.8723906249993,79.625,38,38,38,277.630
1598737758.022490453,99.900,3963.9231562500004,80.25,38,38,38,284.015
1598737759.298654272,99.900,3941.8266249999997,80.25,37,38,38,287.410
1598737760.537847299,99.900,3943.2870781250003,80.25,38,38,38,276.803
1598737761.802913237,100.000,3942.816484375001,80.375,38,38,39,277.296
1598737763.051408643,100.000,3947.7402656249997,79.25,38,38,39,286.186
1598737764.349296439,100.000,3929.2436562499993,79.75,38,38,38,268.147
1598737765.557324608,99.800,3936.3392187499994,79.125,37,37,38,293.875
1598737766.870063179,100.000,3943.391671875001,79.25,38,38,38,272.371
1598737768.129442548,99.900,3949.5021718749986,79.125,38,38,38,276.130
1598737769.310095949,99.900,3973.1448281250014,79.125,37,38,39,286.474
1598737770.589437289,99.900,3965.0462500000012,78.875,37,37,39,275.336
1598737771.876949595,100.000,3949.051875,78.75,37,38,38,282.916
1598737773.109999258,100.000,3960.2274999999995,78.625,37,37,38,287.708
1598737774.387894920,99.900,3960.064421875001,78.75,37,38,39,276.275
1598737775.698756592,99.900,3948.077656250001,78.75,37,37,39,269.576
1598737777.016906812,99.900,3942.4504062500005,78.75,37,38,38,294.188
1598737778.323958538,99.900,3950.5548281250008,78.75,37,37,38,265.619
1598737779.634459565,99.900,3959.3048750000003,79,37,37,39,280.324
1598737780.966852031,99.900,3944.7951875000003,79.75,37,37,39,276.540
1598737782.226182845,99.900,3956.2047343749996,80.25,37,37,38,284.801
1598737783.486317034,100.000,3946.1262031250003,80.375,37,37,38,277.968
1598737784.722968277,99.900,3954.30815625,80.375,37,37,38,290.491
1598737786.095966037,99.900,3945.7043593749995,80.625,37,37,38,283.871
1598737787.411047544,100.000,3937.0304843750005,80.375,37,37,38,264.850
1598737788.698171089,99.900,3942.3677968750007,80.75,37,37,38,277.361
1598737789.894217760,99.900,3941.9072031250007,80.75,37,37,38,294.026
1598737791.211028604,99.900,3949.9201093750016,80.75,37,37,38,276.827
1598737792.498032627,99.900,3949.268921874999,80.5,37,37,38,279.138
1598737793.734630402,100.000,3948.162749999999,80.125,37,37,38,278.721
1598737795.058524388,100.000,3949.797515625,79.875,37,37,39,278.958
1598737796.281479158,100.000,3942.9725000000008,79.875,37,37,39,274.031
1598737797.508820305,100.000,3935.627624999999,79.75,37,37,39,280.844
1598737798.728592188,99.900,3931.924515625,79.75,37,37,39,285.789
1598737800.013961009,99.900,3934.6794999999997,79.75,37,37,39,290.576
1598737801.343533625,99.900,3942.6900312500006,79.75,37,37,39,262.187
1598737802.592366243,99.900,3954.7904531249987,80.125,37,37,39,291.681
1598737803.921012013,99.900,3938.3437656250003,80.25,37,37,39,286.607
1598737805.306932512,99.900,3944.666140624998,80.125,37,37,38,276.169
1598737806.592074778,99.900,3962.2790625,79.875,38,38,38,276.903
1598737807.908742971,100.000,3944.4050468750006,79.75,37,37,38,269.228
1598737809.113025674,99.900,3951.798421874999,79.75,37,37,38,282.226
1598737810.375298312,99.900,3942.8285312500007,79.75,37,37,39,291.262
